Head,Neck,Left upper limb,Right upper limb,Left lower limb,Right lower limb,Cranium,Back,Fasciae,Arteries of heart,Cardiac veins,Pulmonary arteries,Pulmonary veins,Systemic arteries,Systemic veins,Neurocranium,Viscerocranium,Trunk,Thorax,Digestive canal,Bones of left foot,Bones of right foot,Bones of left hand,Bones of right hand,Cartilages,Regions of trunk,Digestive system,Spinal cord,Bursae,Tendon sheaths,Mandible,Maxilla,Axial skeleton,Appendicular skeleton,Spine
Articular disc of temporomandibular joint.l,Anterior jugular vein.l,Superficial head of flexor pollicis brevis.l,Lumbrical muscles of hand.r,Deep transverse metatarsal ligament.l,Extensor hallucis longus.r,,Splenius colli muscle.r,,,,,,Anterior septal branches of anterior ethmoidal artery.l,Inferior vena cava (thoracic part),,,Vertebra L2,Medial basal segmental artery of left lung,,,,,,,,,,,,,,,,
Lateral rectus muscle.l,Anterior jugular vein.r,Deep head of flexor pollicis brevis.l,Dorsal interossei muscles of hand.r,Articular capsules of metatarsophalangeal joints.l,Fibularis longus muscle.r,,Rotatores.r,,,,,,Anterior ethmoidal artery.l,Inferior vena cava (abdominal part),,,Vertebra L4,Anterior basal segmental artery of left lung,,,,,,,,,,,,,,,,
Lateral rectus muscle.r,External jugular vein.r,Oblique head of adductor pollicis.l,Palmar interossei muscles.r,Articular capsules of distal interphalangeal joints of foot.l,Fibularis brevis muscle.r,,Intertransverse ligaments.l,,,,,,Anterior septal branches of anterior ethmoidal artery.r,Lumbar veins.l,,,Vertebra L5,Left pulmonary artery,,,,,,,,,,,,,,,,
Superior oblique muscle.l,External jugular vein.l,Transverse head of adductor pollicis.l,Medial intermuscular septum of arm.r,Articular capsule of interphalangeal joint of great toe.l,Lateral head of gastrocnemius.r,,Obliquus inferior capitis muscle.l,,,,,,Septal branches of posterior ethmoidal artery.r,Lumbar veins.r,,,Vertebra L3,Right superior pulmonary vein,,,,,,,,,,,,,,,,
Superior oblique muscle.r,Anterior division of retromandibular vein.l,Abductor pollicis brevis.l,Lateral intermuscular septum of arm.r,Articular capsules of proximal interphalangeal joints of foot.l,Medial head of gastrocnemius.r,,Obliquus superior capitis muscle.l,,,,,,Posterior ethmoidal artery.r,Superficial dorsal veins of penis,,,Lumbar vertebrae.g,Medial vein of right lung,,,,,,,,,,,,,,,,
Common tendinous ring.r,Anterior division of retromandibular vein.r,Opponens pollicis muscle.l,Deltoid fascia.r,Collateral interphalangeal ligaments of foot.l,Calcaneal tendon.r,,Rectus posterior major capitis muscle.l,,,,,,Septal branches of posterior ethmoidal artery.l,Great saphenous vein.r,,,Lumbar vertebrae.j,Apical vein of right lung,,,,,,,,,,,,,,,,
Inferior oblique muscle.r,Pretraqueal nodes.r,Abductor digiti minimi of hand.l,Brachial fascia.r,Plantar interphalangeal ligaments.l,Soleus muscle.r,,Rectus posterior minor capitis muscle.l,,,,,,Posterior ethmoidal artery.l,Superficial epigastric vein.r,,,Coccyx,Posterior vein of right lung,,,,,,,,,,,,,,,,
Inferior rectus muscle.r,Thyroid nodes.r,Flexor digiti minimi of hand.l,Antebrachial fascia.r,Piriformis fascia.l,Plantaris muscle.r,,Semispinalis colli muscle.l,,,,,,Ophthalmic artery.r,Great saphenous vein.l,,,Bones of vertebral column.g,Anterior vein of right lung,,,,,,,,,,,,,,,,
Inferior tarsus.r,Anterior inferior jugular nodes.r,Opponens digiti minimi muscle of hand.l,Extensor retinaculum of wrist.r,Iliacus muscle.l,Flexor digitorum longus.r,,Ascending part of trapezius muscle.l,,,,,,Lacrimal artery.r,Superficial epigastric vein.l,,,Bones of vertebral column.j,Lateral vein of right lung,,,,,,,,,,,,,,,,
Levator palpebrae superioris.r,Supraclavicular nodes.r,Lumbrical muscles of hand.l,Flexor retinaculum of wrist.r,Psoas major.l,Popliteus muscle.r,,Longissimus colli muscle.l,,,,,,Supra-orbital artery.r,Deep femoral vein.r,,,Vertebral column.g,Inferior basal vein of right lung,,,,,,,,,,,,,,,,
Medial rectus muscle.r,Superficial lateral cervical nodes.r,Dorsal interossei muscles of hand.l,Dorsal fascia of hand.r,Gluteus medius muscle.l,Tibialis posterior muscle.r,,Spinalis capitis muscle.l,,,,,,Supratrochlear artery.r,Perforating veins.r,,,Vertebral column.j,Superior vein of right lung,,,,,,,,,,,,,,,,
Superior rectus muscle.r,Superficial anterior cervical nodes,Palmar interossei muscles.l,Superficial transverse metacarpal ligament.r,Gluteus maximus muscle.l,Flexor hallucis longus.r,,Splenius capitis muscle.l,,,,,,Ophthalmic artery.l,Deep femoral vein.l,,,Thoracic skeleton.g,Superior basal vein of right lung,,,,,,,,,,,,,,,,
Superior tarsus.r,Jugulodigastric node.r,Medial intermuscular septum of arm.l,Palmar aponeurosis.r,Gluteus minimus muscle.l,Medial head of flexor hallucis brevis.r,,Longissimus capitis muscle.l,,,,,,Lacrimal artery.l,Anterior tibial veins.r,,,Thoracic skeleton.j,Anterior vein of left lung,,,,,,,,,,,,,,,,
Trochlea of superior oblique muscle.r,Lateral superior jugular node.r,Lateral intermuscular septum of arm.l,Subtendinous bursa of trapezius muscle.r,Tensor fasciae latae.l,Lateral head of flexor hallucis brevis.r,,Multifidus colli muscle.l,,,,,,Supra-orbital artery.l,Anterior tibial veins.l,,,Vertebra T2,Apicoposterior vein of left lung,,,,,,,,,,,,,,,,
Common tendinous ring.l,Inferior deep lateral cervical nodes.r,Deltoid fascia.l,Subcutaneous acromial bursa.r,Piriformis muscle.l,Oblique head of adductor hallucis.r,,Levator scapulae.l,,,,,,Supratrochlear artery.l,Plantar digital veins.r,,,Vertebra T3,Inferior lingular vein of left lung,,,,,,,,,,,,,,,,
Inferior oblique muscle.l,Pretraqueal nodes.l,Brachial fascia.l,Subacromial bursa.r,Quadratus femoris muscle.l,Transverse head of adductor hallucis.r,,Spinalis colli muscle.l,,,,,,Callosomarginal artery.r,Plantar metatarsal veins.r,,,Vertebra T4,Superior lingular vein of left lung,,,,,,,,,,,,,,,,
Inferior rectus muscle.l,Thyroid nodes.l,Antebrachial fascia.l,Subdeltoid bursa.r,Inferior gemellus muscle.l,Abductor digiti minimi of foot.r,,Iliocostalis lumborum muscle.l,,,,,,Frontal branches of callosomarginal artery.r,Plantar digital veins.l,,,Vertebra T5,Superior basal vein of left lung,,,,,,,,,,,,,,,,
Inferior tarsus.l,Anterior inferior jugular nodes.l,Extensor retinaculum of wrist.l,Coracobrachial bursa.r,Obturator internus.l,Abductor hallucis.r,,Iliocostalis thoracis muscle.l,,,,,,Callosomarginal artery.l,Plantar metatarsal veins.l,,,Vertebra T6,Superior vein of left lung,,,,,,,,,,,,,,,,
Levator palpebrae superioris.l,Supraclavicular nodes.l,Flexor retinaculum of wrist.l,Subtendinous bursa of infraspinatus muscle.r,Superior gemellus muscle.l,Extensor digitorum brevis.r,,Longissimus thoracis muscle.l,,,,,,Frontal branches of callosomarginal artery.l,Plantar venous arch.r,,,Vertebra T7,Inferior basal vein of left lung,,,,,,,,,,,,,,,,
Medial rectus muscle.l,Superficial lateral cervical nodes.l,Dorsal fascia of hand.l,Subtendinous bursa of teres major muscle.r,Lateral patellar retinaculum.l,Extensor hallucis brevis.r,,Spinalis thoracis muscle.l,,,,,,Pericallosal artery.r,Plantar venous arch.l,,,Vertebra T9,Right coronary artery,,,,,,,,,,,,,,,,
Superior rectus muscle.l,Jugulodigastric node.l,Superficial transverse metacarpal ligament.l,Subtendinous bursa of triceps brachii muscle.r,Rectus femoris muscle.l,Dorsal interossei muscles of foot.r,,Multifidus thoracis muscle.l,,,,,,Pericallosal artery.l,Lateral plantar veins.r,,,Vertebra T10,Circumflex artery of heart,,,,,,,,,,,,,,,,
Superior tarsus.l,Lateral superior jugular node.l,Palmar aponeurosis.l,Bicipitoradial bursa.r,Vastus lateralis muscle.l,Flexor digitorum brevis.r,,Multifidus lumborum muscle.l,,,,,,Orbitofrontal branches of anterior cerebral artery.r,Lateral plantar veins.l,,,Vertebra T11,Anterior interventricular artery,,,,,,,,,,,,,,,,
Trochlea of superior oblique muscle.l,Inferior deep lateral cervical nodes.l,Subtendinous bursa of trapezius muscle.l,Intertubercular tendon sheath.r,Vastus medialis muscle.l,Flexor digiti minimi of foot.r,,Semispinalis thoracis muscle.l,,,,,,Orbitofrontal branches of anterior cerebral artery.l,Posterior tibial veins.r,,,Vertebra T12,Left coronary artery,,,,,,,,,,,,,,,,
Frontalis muscle.r,Paratracheal cervical nodes,Subcutaneous acromial bursa.l,Tendon sheath of flexor pollicis longus.r,Vastus intermedius muscle.l,Lumbrical muscles of foot.r,,Interspinales lumborum muscles.l,,,,,,Proximal lateral striate branches.r,Fibular veins.r,,,Vertebra T8,Right inferolateral branch of right coronary artery,,,,,,,,,,,,,,,,
Occipitalis muscle.r,Glossopharyngeal nerve (IX).r,Subacromial bursa.l,Tendon sheath of flexor carpi radialis.r,Sartorius muscle.l,(Opponens digiti minimi muscle of foot).r,,Descending part of trapezius muscle.l,,,,,,Distal lateral striate branches.r,Medial plantar veins.r,,,Vertebra T1,Septal branches of anterior interventricular artery,,,,,,,,,,,,,,,,
Epicranial aponeurosis.r,Glossopharyngeal nerve (IX).l,Subdeltoid bursa.l,Common flexor tendon sheath.r,Adductor magnus.l,Plantar interossei muscles.r,,Transverse part of trapezius muscle.l,,,,,,Proximal lateral striate branches.l,Posterior tibial veins.l,,,Floating ribs.g,Great cardiac vein,,,,,,,,,,,,,,,,
Frontalis muscle.l,Vagus nerve (X).r,Coracobrachial bursa.l,Synovial sheaths of digits of hand.r,Adductor longus.l,Quadratus plantae muscle.r,,Dorsal parts of lateral intertransversarii lumborum muscles.l,,,,,,Distal lateral striate branches.l,Fibular veins.l,,,Floating ribs.j,????????,,,,,,,,,,,,,,,,
Occipitalis muscle.l,Vagus nerve (X).l,Subtendinous bursa of infraspinatus muscle.l,Cruciform part of fibrous sheath of digit of hand.r,Pectineus muscle.l,Iliotibial tract.r,,Ventral parts of lateral intertransversarii lumborum muscles.l,,,,,,Insular branches of middle cerebral artery (M2).r,Medial plantar veins.l,,,Manubrium of sternum,Middle cardiac vein,,,,,,,,,,,,,,,,
Epicranial aponeurosis.l,Accessory nerve (XI).r,Subtendinous bursa of teres major muscle.l,Tendon sheath of extensor digiti minimi manus.r,Adductor brevis.l,Fascia lata.r,,Rhomboid major muscle.l,,,,,,Insular branches of middle cerebral artery (M2-segment).l,Dorsal venous arch of foot.r,,,Xiphoid process,Inferior vein of left ventricle (//Posterior ''),,,,,,,,,,,,,,,,
Temporoparietalis muscle.r,Accessory nerve (XI).l,Subtendinous bursa of triceps brachii muscle.l,Tendon sheath of extensor pollicis longus.r,(Adductor minimus).l,Medial femoral intermuscular septum.r,,Rhomboid minor muscle.l,,,,,,Anterior temporal branch.r,Intercapitular veins of foot.r,,,Body of sternum,Coronary sinus,,,,,,,,,,,,,,,,
Temporoparietalis muscle.l,Roots of brachial plexus.r,Bicipitoradial bursa.l,Tendon sheath - abd. pollicis longus - ext. pollicis brevis.r,Gracilis muscle.l,Lateral femoral intermuscular septum.r,,Latissimus dorsi muscle.l,,,,,,Temporal branches of middle cerebral artery.r,Dorsal venous arch of foot.l,,,Sternum.g,Inferior vein of left ventricle,,,,,,,,,,,,,,,,
Nasalis muscle.r,Roots of brachial plexus.l,Intertubercular tendon sheath.l,Tendon sheath of extensors carpi radialis.r,Obturator externus.l,Popliteal fascia.r,,Serratus posterior inferior muscle.l,,,,,,Posterior temporal branch.r,Intercapitular veins of foot.l,,,Sternum.j,Posterior intercostal arteries.l,,,,,,,,,,,,,,,,
Nasalis muscle.l,Dorsal scapular nerve.r,Tendon sheath of flexor pollicis longus.l,Tendon sheath of extensor digitorum and extensor indicis.r,Long head of biceps femoris.l,Crural fascia.r,,Serratus posterior superior muscle.l,,,,,,Branch to angular gyrus.r,Small saphenous vein.r,,,Bones of thorax.g,Posterior intercostal arteries.r,,,,,,,,,,,,,,,,
Orbital part of orbicularis oculi.r,Long thoracic nerve.r,Tendon sheath of flexor carpi radialis.l,Deep brachial artery.r,Short head of biceps femoris.l,Anterior intermuscular septum of leg.r,,Quadratus lumborum muscle.l,,,,,,Temporo-occipital branch.r,Small saphenous vein.l,,,Bones of thorax.j,Subcostal artery.l,,,,,,,,,,,,,,,,
Palpebral part of orbicularis oculi.r,Dorsal scapular nerve.l,Common flexor tendon sheath.l,Radial collateral artery.r,Semimembranosus muscle.l,Posterior intermuscular septum of leg.r,,Posterior layer of thoracolumbar fascia.l,,,,,,Anterior temporal branch.l,Popliteal vein.r,,,Costal cartilages.g,Subcostal artery.r,,,,,,,,,,,,,,,,
Orbital part of orbicularis oculi.l,Long thoracic nerve.l,Tendon sheath - abd. pollicis longus - ext. pollicis brevis.l,Middle collateral artery.r,Semitendinosus muscle.l,Transverse intermuscular septum of leg.r,,Middle layer of thoracolumbar fascia.l,,,,,,Temporal branches of middle cerebral artery.l,Genicular veins.r,,,Costal cartilages.j,Superior phrenic arteries,,,,,,,,,,,,,,,,
Palpebral part of orbicularis oculi.l,Sympathetic nerves.r,Tendon sheath of extensor carpi ulnaris.l,Dorsal metacarpal arteries.r,Extensor digitorum longus.l,Superior extensor retinaculum of ankle.r,,Anterior layer of thoracolumbar fascia.l,,,,,,Posterior temporal branch.l,Popliteal vein.l,,,Pulmonary vessels.g,Thoracic aorta,,,,,,,,,,,,,,,,
Orbicularis oris muscle.r,Ganglia of sympathetic trunk.r,Tendon sheath of extensor digiti minimi manus.l,Dorsal digital arteries of hand.r,Tendon of extensor digitorum longus.l,Inferior extensor retinaculum of ankle.r,,Rotatores.l,,,,,,Branch to angular gyrus.l,Genicular veins.l,,,Pulmonary vessels.j,Internal thoracic artery.l,,,,,,,,,,,,,,,,
Orbicularis oris muscle.l,Sympathetic trunk.r,Tendon sheath of extensor pollicis longus.l,Dorsal carpal anastomosis.r,Tibialis anterior muscle.l,Superior fibular retinaculum.r,,Splenius colli muscle.l,,,,,,Temporo-occipital branch.l,Femoral vein.r,,,Cardiac vessels.g,Musculophrenic artery.l,,,,,,,,,,,,,,,,
Zygomaticus major muscle.r,Sympathetic nerves.l,Tendon sheath of extensors carpi radialis.l,Palmar metacarpal arteries.r,Fibularis tertius muscle.l,Inferior fibular retinaculum.r,,,,,,,,Prefrontal artery.r,Lateral circumflex femoral veins.r,,,Cardiac vessels.j,Superior epigastric artery.l,,,,,,,,,,,,,,,,
Corrugator supercilii.r,Ganglia of sympathetic trunk.l,Synovial sheaths of digits of hand.l,Deep palmar arch.r,Extensor hallucis longus.l,Superficial transverse metatarsal ligament.r,,,,,,,,Lateral frontobasal artery.r,Medial circumflex femoral veins.r,,,Aortic bifurcation.g,Internal thoracic artery.r,,,,,,,,,,,,,,,,
Depressor anguli oris.r,Sympathetic trunk.l,Tendon sheath of extensor digitorum and extensor indicis.l,Radial artery.r,Fibularis longus muscle.l,Plantar aponeurosis.r,,,,,,,,Posterior parietal artery.r,Femoral vein.l,,,Aortic bifurcation.j,Superior epigastric artery.r,,,,,,,,,,,,,,,,
Depressor labii inferioris.r,Submandibular triangle.r,Deep brachial artery.l,Palmar carpal branch of radial artery.r,Fibularis brevis muscle.l,Flexor retinaculum of ankle.r,,,,,,,,Artery of central sulcus.r,Lateral circumflex femoral veins.l,,,Union of brachiocephalic veins.g,Musculophrenic artery.r,,,,,,,,,,,,,,,,
Levator anguli oris.r,Submental triangle.r,Radial collateral artery.l,(Ulnar recurrent artery).r,Lateral head of gastrocnemius.l,Iliopectineal arch.r,,,,,,,,Artery of precentral sulcus.r,Medial circumflex femoral veins.l,,,Union of brachiocephalic veins.j,First posterior intercostal artery.l,,,,,,,,,,,,,,,,
Procerus muscle.r,Submandibular triangle.l,Middle collateral artery.l,Recurrent interosseous artery.r,Medial head of gastrocnemius.l,Subcutaneous trochanteric bursa.r,,,,,,,,Postcentral arterial branch.r,Superior mesenteric vein,,,Inferior leaflet of right atrioventricular valve,First posterior intercostal artery.r,,,,,,,,,,,,,,,,
Risorius muscle.r,Submental triangle.l,Dorsal metacarpal arteries.l,Posterior interosseous artery.r,Calcaneal tendon.l,Trochanteric bursa of gluteus medius muscle.r,,,,,,,,Parietal branches of middle cerebral artery.r,Middle colic vein,,,Septal leaflet of right atrioventricular valve,Second posterior intercostal artery.l,,,,,,,,,,,,,,,,
Zygomaticus minor muscle.r,Carotid triangle.r,Dorsal digital arteries of hand.l,Common palmar digital arteries.r,Soleus muscle.l,Trochanteric bursa of gluteus maximus muscle.r,,,,,,,,Prefrontal artery.l,Right colic vein,,,Posterior leaflet of left atrioventricular valve,Second posterior intercostal artery.r,,,,,,,,,,,,,,,,
Levator labii superioris.r,Muscular triangle.r,Dorsal carpal anastomosis.l,Proper palmar digital arteries.r,Plantaris muscle.l,Trochanteric bursa of gluteus minimus muscle.r,,,,,,,,Lateral frontobasal artery.l,Right gastro-omental vein,,,Left coronary leaflet,Accessory hemi-azygos vein,,,,,,,,,,,,,,,,
Depressor septi nasi.r,Carotid triangle.l,Palmar metacarpal arteries.l,Ulnar artery.r,Flexor digitorum longus.l,Bursa of piriformis muscle.r,,,,,,,,Posterior parietal artery.l,Left gastro-omental vein,,,Non-coronary leaflet,Left ascending lumbar vein,,,,,,,,,,,,,,,,
Mentalis muscle.r,Muscular triangle.l,Deep palmar arch.l,Superficial palmar arch.r,Popliteus muscle.l,Sciatic bursa of obturator internus.r,,,,,,,,Artery of central sulcus.l,Sigmoid veins,,,Right coronary leaflet,Hemi-azygos vein,,,,,,,,,,,,,,,,
Levator nasolabialis.r,Sternocleidomastoid region.r,Radial artery.l,Dorsal carpal branch of ulnar artery.r,Tibialis posterior muscle.l,Subtendinous bursa of obturator internus.r,,,,,,,,Artery of precentral sulcus.l,Splenic vein,,,Anterior semilunar leaflet of pulmonary valve,Left subcostal vein,,,,,,,,,,,,,,,,
Bucinator.r,Lesser supraclavicular fossa.r,Palmar carpal branch of radial artery.l,Brachial artery.r,Flexor hallucis longus.l,Sciatic bursa of gluteus maximus muscle.r,,,,,,,,Postcentral arterial branch.l,Inferior mesenteric vein,,,Left semilunar leaflet of pulmonary valve,Azygos vein,,,,,,,,,,,,,,,,
Zygomaticus major muscle.l,Sternocleidomastoid region.l,(Ulnar recurrent artery).l,Superior ulnar collateral artery.r,Medial head of flexor hallucis brevis.l,Intermuscular gluteal bursae.r,,,,,,,,Parietal branches of middle cerebral artery.l,Perforating veins.l,,,Right semilunar leaflet of pulmonary valve,Right ascending lumbar vein,,,,,,,,,,,,,,,,
Corrugator supercilii.l,Lesser supraclavicular fossa.l,Recurrent interosseous artery.l,Inferior ulnar collateral artery.r,Lateral head of flexor hallucis brevis.l,(Iliopectineal bursa).r,,,,,,,,Middle cerebral artery (M3-segment).r,Dorsal metatarsal veins.r,,,Inferior papillary muscle of right ventricle,Right superior phrenic vein,,,,,,,,,,,,,,,,
Depressor anguli oris.l,Lateral region of neck.r,Posterior interosseous artery.l,Anterior circumflex humeral artery.r,Oblique head of adductor hallucis.l,Subtendinous bursa of iliacus muscle.r,,,,,,,,Middle cerebral artery (M1-segment).r,Dorsal digital veins of foot.r,,,Anterior papillary muscle of right ventricle,Right subcostal vein,,,,,,,,,,,,,,,,
